date,close
2023-10-27,18996.099609375
2023-10-30,19080.849609375
2023-10-31,19035.349609375
2023-11-01,18942.30078125
2023-11-02,19107.25
2023-11-03,19222.099609375
2023-11-06,19399.099609375
2023-11-07,19416.80078125
2023-11-08,19470.099609375
2023-11-09,19413.80078125
2023-11-10,19444.80078125
2023-11-13,19475.69921875
2023-11-15,19698.400390625
2023-11-16,19785.849609375
2023-11-17,19773.44921875
2023-11-20,19730.69921875
2023-11-21,19806.400390625
2023-11-22,19818.900390625
2023-11-23,19819.400390625
2023-11-24,19812.099609375
2023-11-28,19938.400390625
2023-11-29,20136.19921875
2023-11-30,20201.0
2023-12-01,20339.44921875
2023-12-04,20757.94921875
2023-12-05,20949.25
2023-12-06,21074.150390625
2023-12-07,21076.349609375
2023-12-08,21107.19921875
2023-12-11,21161.69921875
2023-12-12,21058.25
2023-12-13,21099.599609375
2023-12-14,21364.30078125
2023-12-15,21595.5
2023-12-18,21585.25
2023-12-19,21622.94921875
2023-12-20,21267.349609375
2023-12-21,21402.150390625
2023-12-22,21508.849609375
2023-12-26,21617.05078125
2023-12-27,21815.44921875
2023-12-28,21931.75
2023-12-29,21918.80078125
2024-01-02,21865.25
2024-01-03,21771.400390625
2024-01-04,21934.400390625
2024-01-05,21974.599609375
2024-01-08,21770.75
2024-01-09,21815.150390625
2024-01-10,21885.80078125
2024-01-11,21942.150390625
2024-01-12,22159.25
2024-01-15,22338.75
2024-01-16,22274.599609375
2024-01-17,21839.94921875
2024-01-18,21730.099609375
2024-01-19,21916.0
2024-01-23,21506.80078125
2024-01-24,21746.0
2024-01-25,21666.5
2024-01-29,22041.599609375
2024-01-30,21846.19921875
2024-01-31,22051.55078125
2024-02-01,22039.599609375
2024-02-02,22199.0
2024-02-05,22113.400390625
2024-02-06,22299.30078125
2024-02-07,22363.69921875
2024-02-08,22202.75
2024-02-09,22247.55078125
2024-02-12,22042.099609375
2024-02-13,22181.599609375
2024-02-14,22313.400390625
2024-02-15,22405.55078125
2024-02-16,22540.900390625
2024-02-20,22685.650390625
2024-02-21,22547.599609375
2024-02-22,22725.400390625
2024-02-23,22734.30078125
2024-02-26,22667.75
2024-02-27,22722.30078125
2024-02-28,22457.650390625
2024-02-29,22526.30078125
2024-03-01,22862.05078125
2024-03-04,22944.80078125
2024-03-05,22900.650390625
2024-03-06,22988.349609375
2024-03-07,23036.05078125
2024-03-11,22895.44921875
2024-03-12,22840.900390625
2024-03-13,22399.0
2024-03-14,22623.69921875
2024-03-15,22494.69921875
2024-03-18,22541.150390625
2024-03-19,22274.650390625
2024-03-20,22307.75
2024-03-21,22538.900390625
2024-03-22,22633.80078125
2024-03-26,22601.349609375
2024-03-27,22698.5
2024-03-28,22920.69921875
2024-04-01,23107.150390625
2024-04-02,23138.55078125
2024-04-03,23136.599609375
2024-04-04,23206.0
2024-04-05,23240.55078125
2024-04-08,23380.30078125
2024-04-09,23348.900390625
2024-04-10,23474.69921875
2024-04-12,23254.900390625
2024-04-15,22967.099609375
2024-04-16,22870.30078125
2024-04-18,22740.19921875
2024-04-19,22859.80078125
2024-04-22,23078.900390625
2024-04-23,23116.0
2024-04-24,23167.80078125
2024-04-25,23329.80078125
2024-04-26,23232.099609375
2024-04-29,23443.80078125
2024-04-30,23436.5
2024-05-02,23541.30078125
2024-05-03,23382.75
2024-05-06,23297.75
2024-05-07,23103.75
2024-05-08,23166.0
2024-05-09,22790.19921875
2024-05-10,22909.099609375
2024-05-13,22956.349609375
2024-05-14,23118.19921875
2024-05-15,23133.849609375
2024-05-16,23343.55078125
2024-05-17,23444.30078125
2024-05-21,23569.900390625
2024-05-22,23633.900390625
2024-05-23,23982.349609375
2024-05-24,23980.099609375
2024-05-27,23959.849609375
2024-05-28,23873.900390625
2024-05-29,23687.69921875
2024-05-30,23466.30078125
2024-05-31,23518.05078125
2024-06-03,24344.19921875
2024-06-04,22739.599609375
2024-06-05,23550.75
2024-06-06,23806.94921875
2024-06-07,24266.05078125
2024-06-10,24271.150390625
2024-06-11,24271.05078125
2024-06-12,24348.80078125
2024-06-13,24449.5
2024-06-14,24571.650390625
2024-06-18,24683.55078125
2024-06-19,24599.900390625
2024-06-20,24649.849609375
2024-06-21,24555.5
2024-06-24,24621.599609375
2024-06-25,24757.80078125
2024-06-26,24867.150390625
2024-06-27,25026.55078125
2024-06-28,25007.25
2024-07-01,25155.69921875
2024-07-02,25120.099609375
2024-07-03,25306.900390625
2024-07-04,25342.55078125
2024-07-05,25391.25
2024-07-08,25393.55078125
2024-07-09,25515.099609375
2024-07-10,25425.650390625
2024-07-11,25433.75
2024-07-12,25577.30078125
2024-07-15,25696.05078125
2024-07-16,25679.099609375
2024-07-18,25784.80078125
2024-07-19,25450.849609375
2024-07-22,25490.400390625
2024-07-23,25419.599609375
2024-07-24,25389.0
2024-07-25,25407.5
2024-07-26,25841.900390625
2024-07-29,25901.94921875
2024-07-30,25914.099609375
2024-07-31,26025.599609375
2024-08-01,26057.80078125
2024-08-02,25771.900390625
2024-08-05,25043.05078125
2024-08-06,24940.75
2024-08-07,25349.0
2024-08-08,25161.25
2024-08-09,25425.400390625
2024-08-12,25386.05078125
2024-08-13,25155.150390625
2024-08-14,25160.650390625
2024-08-16,25578.5
2024-08-19,25638.19921875
2024-08-20,25782.349609375
2024-08-21,25853.19921875
2024-08-22,25910.44921875
2024-08-23,25905.94921875
2024-08-26,26076.80078125
2024-08-27,26083.150390625
2024-08-28,26116.80078125
2024-08-29,26188.900390625
2024-08-30,26274.349609375
2024-09-02,26335.0
2024-09-03,26341.69921875
2024-09-04,26275.75
2024-09-05,26239.099609375
2024-09-06,25928.55078125
2024-09-09,26011.25
2024-09-10,26115.19921875
2024-09-11,25987.80078125
2024-09-12,26461.099609375
2024-09-13,26419.900390625
2024-09-16,26453.400390625
2024-09-17,26471.30078125
2024-09-18,26420.150390625
2024-09-19,26425.25
2024-09-20,26821.0
2024-09-23,27024.099609375
2024-09-24,27027.5
2024-09-25,27051.650390625
2024-09-26,27256.25
2024-09-27,27253.849609375
2024-09-30,26890.150390625
2024-10-01,26885.25
2024-10-03,26305.25
2024-10-04,26056.0
2024-10-07,25749.650390625
2024-10-08,26057.349609375
2024-10-09,26076.599609375
2024-10-10,26079.44921875
2024-10-11,26054.099609375
2024-10-14,26197.900390625
2024-10-15,26149.099609375
2024-10-16,26058.099609375
2024-10-17,25765.349609375
2024-10-18,25853.80078125
2024-10-21,25739.5
2024-10-22,25348.05078125
2024-10-23,25320.650390625
2024-10-24,25275.5
2024-10-25,25022.19921875
2024-10-28,25175.19921875
2024-10-29,25321.30078125
2024-10-30,25195.05078125
2024-10-31,25059.5
2024-11-01,25184.599609375
2024-11-04,24857.75
2024-11-05,25060.80078125
2024-11-06,25403.150390625
2024-11-07,25110.69921875
2024-11-08,25002.94921875
2024-11-11,25013.30078125
2024-11-12,24715.55078125
2024-11-13,24347.0
2024-11-14,24366.05078125
2024-11-18,24301.0
2024-11-19,24374.69921875
2024-11-21,24135.099609375
2024-11-22,24655.349609375
2024-11-25,24993.650390625
2024-11-26,24983.099609375
2024-11-27,25115.150390625
2024-11-28,24836.25
2024-11-29,25053.94921875
2024-12-02,25198.150390625
2024-12-03,25393.25
2024-12-04,25428.400390625
2024-12-05,25657.849609375
2024-12-06,25663.900390625
2024-12-09,25594.19921875
2024-12-10,25600.19921875
2024-12-11,25635.05078125
2024-12-12,25546.400390625
2024-12-13,25724.599609375
2024-12-16,25652.849609375
2024-12-17,25321.650390625
2024-12-18,25137.599609375
2024-12-19,24884.94921875
2024-12-20,24448.849609375
2024-12-23,24599.75
2024-12-24,24572.5
2024-12-26,24611.349609375
2024-12-27,24632.0
2024-12-30,24500.75
2024-12-31,24495.55078125
2025-01-02,25028.80078125
2025-01-03,24879.849609375
2025-01-06,24404.599609375
2025-01-07,24478.099609375
2025-01-08,24426.0
2025-01-09,24232.30078125
2025-01-10,24064.75
2025-01-13,23586.80078125
2025-01-14,23770.599609375
2025-01-15,23839.25
2025-01-16,23984.55078125
2025-01-17,23926.0
2025-01-20,24048.80078125
2025-01-21,23664.75
2025-01-22,23738.400390625
2025-01-23,23823.25
2025-01-24,23660.19921875
2025-01-27,23319.94921875
2025-01-28,23440.05078125
2025-01-29,23696.25
2025-01-30,23772.5
2025-01-31,24053.44921875
2025-02-03,23896.150390625
2025-02-04,24279.650390625
2025-02-05,24271.349609375
2025-02-06,24161.0
2025-02-07,24125.5
2025-02-10,23897.0
2025-02-11,23530.80078125
2025-02-12,23508.349609375
2025-02-13,23504.849609375
2025-02-14,23325.150390625
2025-02-17,23343.150390625
2025-02-18,23331.400390625
2025-02-19,23368.55078125
2025-02-20,23411.400390625
2025-02-21,23274.05078125
2025-02-24,23021.69921875
2025-02-25,22987.150390625
2025-02-27,22948.30078125
2025-02-28,22479.44921875
2025-03-03,22514.19921875
2025-03-04,22504.900390625
2025-03-05,22818.80078125
2025-03-06,23038.80078125
2025-03-07,23027.69921875
2025-03-10,22890.75
2025-03-11,22942.69921875
2025-03-12,22919.900390625
2025-03-13,22837.849609375
2025-03-17,22960.80078125
2025-03-18,23340.400390625
2025-03-19,23468.349609375
2025-03-20,23730.69921875
2025-03-21,23902.099609375
2025-03-24,24214.19921875
2025-03-25,24159.900390625
2025-03-26,23990.400390625
2025-03-27,24145.05078125
2025-03-28,24057.349609375
2025-04-01,23713.80078125
2025-04-02,23901.849609375
2025-04-03,23833.30078125
2025-04-04,23433.25
2025-04-07,22677.900390625
2025-04-08,23077.650390625
2025-04-09,22952.44921875
2025-04-11,23369.25
2025-04-15,23917.400390625
2025-04-16,24037.25
2025-04-17,24418.349609375
2025-04-21,24725.80078125
2025-04-22,24770.44921875
2025-04-23,24937.0
2025-04-24,24860.900390625
2025-04-25,24581.30078125
2025-04-28,24874.0
2025-04-29,24870.400390625
2025-04-30,24843.80078125
2025-05-02,24849.19921875
2025-05-05,25010.19921875
2025-05-06,24837.44921875
2025-05-07,24887.19921875
2025-05-08,24678.0
2025-05-09,24437.55078125
2025-05-12,25381.400390625
2025-05-13,25087.099609375
2025-05-14,25193.30078125
2025-05-15,25573.05078125
2025-05-16,25593.099609375
2025-05-19,25551.5
2025-05-20,25248.650390625
2025-05-21,25409.099609375
2025-05-22,25221.900390625
2025-05-23,25453.0
2025-05-26,25596.5
2025-05-27,25436.349609375
2025-05-28,25361.099609375
2025-05-29,25436.30078125
2025-05-30,25344.25
2025-06-02,25333.650390625
2025-06-03,25162.05078125
2025-06-04,25240.650390625
2025-06-05,25369.75
2025-06-06,25638.80078125
2025-06-09,25779.44921875
2025-06-10,25785.5
2025-06-11,25807.099609375
2025-06-12,25511.55078125
2025-06-13,25331.349609375
2025-06-16,25556.75
2025-06-17,25446.69921875
2025-06-18,25398.05078125
2025-06-19,25320.44921875
2025-06-20,25648.80078125
2025-06-23,25532.94921875
2025-06-24,25631.599609375
2025-06-25,25822.349609375
2025-06-26,26121.099609375
2025-06-27,26223.599609375
2025-06-30,26139.5
2025-07-01,26156.099609375
2025-07-02,26068.05078125
2025-07-03,26003.0
2025-07-04,26066.650390625
2025-07-07,26074.55078125
2025-07-08,26126.05078125
2025-07-09,26084.0
2025-07-10,25971.349609375
2025-07-11,25760.80078125
2025-07-14,25724.150390625
2025-07-15,25849.150390625
2025-07-16,25872.19921875
2025-07-17,25776.44921875
2025-07-18,25623.5
2025-07-21,25745.349609375
2025-07-22,25703.900390625
2025-07-23,25846.0
2025-07-24,25701.900390625
2025-07-25,25442.099609375
2025-07-28,25285.0
2025-07-29,25443.650390625
2025-07-30,25476.05078125
2025-07-31,25380.5
2025-08-01,25149.599609375
2025-08-04,25330.19921875
2025-08-05,25257.94921875
2025-08-06,25156.349609375
2025-08-07,25185.150390625
2025-08-08,24934.05078125
2025-08-11,25172.19921875
2025-08-12,25085.400390625
2025-08-13,25223.25
2025-08-14,25226.25
2025-08-18,25492.349609375
2025-08-19,25613.30078125
2025-08-20,25689.30078125
2025-08-21,25705.099609375
2025-08-22,25495.599609375
2025-08-25,25589.69921875
2025-08-26,25313.5
2025-08-28,25078.5
2025-08-29,25003.05078125
2025-09-01,25231.19921875
2025-09-02,25215.05078125
2025-09-03,25358.900390625
2025-09-04,25355.150390625
2025-09-05,25356.849609375
2025-09-08,25402.0
2025-09-09,25489.19921875
2025-09-10,25596.94921875
2025-09-11,25638.75
2025-09-12,25745.099609375
2025-09-15,25733.55078125
2025-09-16,25903.55078125
2025-09-17,25990.44921875
2025-09-18,26081.849609375
2025-09-19,26025.849609375
2025-09-22,25934.5
2025-09-23,25886.0
2025-09-24,25736.349609375
2025-09-25,25562.0
2025-09-26,25287.099609375
2025-09-29,25314.849609375
2025-09-30,25295.150390625
2025-10-01,25502.94921875
2025-10-03,25569.30078125
2025-10-06,25740.94921875
2025-10-07,25772.25
2025-10-08,25685.900390625
2025-10-09,25825.69921875
2025-10-10,25924.75
2025-10-13,25867.75
2025-10-14,25775.150390625
2025-10-15,25984.05078125
2025-10-16,26229.19921875
2025-10-17,26329.80078125
2025-10-20,26449.75
2025-10-21,26475.849609375
2025-10-23,26490.05078125
2025-10-24,26402.80078125
2025-10-27,26565.0
2025-10-28,26517.44921875
2025-10-29,26679.25
2025-10-30,26518.849609375
2025-10-31,26369.5
2025-11-03,26445.849609375
2025-11-04,26284.44921875
2025-11-06,26154.94921875
2025-11-07,26144.19921875
2025-11-10,26230.80078125
2025-11-11,26340.0
2025-11-12,26500.0
2025-11-13,26505.599609375
2025-11-14,26528.0
2025-11-17,26639.400390625
2025-11-18,26519.0
2025-11-19,26640.5
2025-11-20,26755.5
2025-11-21,26593.19921875
2025-11-24,26458.25
2025-11-25,26405.30078125
2025-11-26,26743.05078125
2025-11-27,26744.349609375
2025-11-28,26737.80078125
2025-12-01,26719.75
2025-12-02,26592.849609375
2025-12-03,26506.099609375
2025-12-04,26557.0
2025-12-05,26696.900390625
2025-12-08,26415.55078125
2025-12-09,26337.349609375
2025-12-10,26259.25
2025-12-11,26402.44921875
2025-12-12,26565.099609375
2025-12-15,26555.349609375
2025-12-16,26394.5
2025-12-17,26342.650390625
2025-12-18,26324.650390625
2025-12-19,26488.0
2025-12-22,26693.19921875
2025-12-23,26713.150390625
2025-12-24,26674.5
2025-12-26,26589.349609375
2025-12-29,26483.44921875
2025-12-30,26482.55078125
2025-12-31,26689.30078125
2026-01-02,26925.30078125
2026-01-05,26858.150390625
2026-01-06,26808.75
2026-01-07,26781.80078125
2026-01-08,26462.599609375
2026-01-09,26252.94921875
2026-01-12,26357.400390625
2026-01-13,26296.75
2026-01-14,26256.30078125
2026-01-16,26285.30078125
2026-01-19,26181.94921875
2026-01-20,25780.94921875
2026-01-21,25701.400390625
2026-01-22,25860.25
2026-01-23,25570.5
2026-01-27,25706.150390625
2026-01-28,25943.80078125
2026-01-29,26021.69921875
2026-01-30,25902.0
2026-02-02,25655.349609375
2026-02-03,26313.19921875
2026-02-04,26382.69921875
2026-02-05,26248.30078125
2026-02-06,26297.30078125
2026-02-09,26487.80078125
2026-02-10,26552.099609375
2026-02-11,26592.30078125
2026-02-12,26448.05078125
2026-02-13,26092.400390625
2026-02-16,26315.349609375
2026-02-17,26375.099609375
2026-02-18,26484.599609375
2026-02-19,26090.69921875
2026-02-20,26217.30078125
2026-02-23,26355.400390625
2026-02-24,26112.19921875
2026-02-25,26200.5
2026-02-26,26226.849609375
2026-02-27,25897.55078125
2026-03-02,25563.5
2026-03-04,25118.25
2026-03-05,25420.099609375
2026-03-06,25134.900390625
2026-03-09,24685.650390625
2026-03-10,24957.80078125
2026-03-11,24574.55078125
2026-03-12,24375.099609375
2026-03-13,23849.25
2026-03-16,24055.400390625
2026-03-17,24237.80078125
2026-03-18,24446.44921875
2026-03-19,23651.94921875
2026-03-20,23766.099609375
2026-03-23,23098.25
2026-03-24,23499.30078125
2026-03-25,23915.150390625
2026-03-27,23400.05078125
2026-03-30,22875.5
2026-04-01,23272.75
2026-04-02,23304.19921875
2026-04-06,23579.44921875
2026-04-07,23730.25
2026-04-08,24666.69921875
2026-04-09,24486.5
2026-04-10,24809.80078125
2026-04-13,24599.650390625
2026-04-15,25023.69921875
2026-04-16,25042.30078125
2026-04-17,25238.900390625
2026-04-20,25252.900390625
2026-04-21,25464.0
2026-04-22,25329.94921875
2026-04-23,25094.94921875
2026-04-24,24827.30078125
2026-04-27,25052.25
2026-04-28,24955.0
2026-04-29,25106.099609375
2026-04-30,24896.0
2026-05-04,25041.099609375
2026-05-05,24990.30078125
2026-05-06,25312.599609375
2026-05-07,25319.5
2026-05-08,25168.599609375
2026-05-11,24784.80078125
2026-05-12,24303.05078125
2026-05-13,24369.05078125
2026-05-14,24654.400390625
2026-05-15,24572.150390625
2026-05-18,24534.25
2026-05-19,24531.69921875
2026-05-20,24590.599609375
2026-05-21,24596.400390625
2026-05-22,24669.30078125
2026-05-25,25001.69921875
2026-05-26,24910.099609375
2026-05-27,24970.849609375
2026-05-29,24608.44921875
2026-06-01,24393.05078125
2026-06-02,24491.30078125
2026-06-03,24408.30078125
2026-06-04,24427.69921875
2026-06-05,24397.30078125
2026-06-08,24111.099609375
2026-06-09,24275.599609375
2026-06-10,24200.75
2026-06-11,24104.69921875
2026-06-12,24602.25
2026-06-15,24907.849609375
2026-06-16,25029.900390625
2026-06-17,25141.80078125
2026-06-18,25233.650390625
2026-06-19,25086.650390625
2026-06-22,25209.55078125
2026-06-23,24907.80078125
2026-06-24,25075.94921875
2026-06-25,25114.099609375
2026-06-29,24976.69921875
2026-06-30,24915.599609375
2026-07-01,25065.099609375
2026-07-02,25230.19921875
2026-07-03,25301.900390625
2026-07-06,25464.44921875
2026-07-07,25409.650390625
2026-07-08,24883.05078125
2026-07-09,24989.25
2026-07-10,25255.099609375
2026-07-13,25240.80078125
2026-07-14,25088.650390625
2026-07-15,25130.099609375
2026-07-16,25109.19921875
2026-07-17,25327.650390625
2026-07-20,25286.44921875
2026-07-21,25263.44921875
2026-07-22,25069.650390625
2026-07-23,24932.5
2026-07-24,24840.75
2026-07-27,25088.599609375
2026-07-28,25046.94921875
2026-07-29,25307.05078125
2026-07-30,25368.75
2026-07-31,25486.349609375
2026-08-03,25880.44921875
2026-08-04,25719.150390625
2026-08-05,25744.05078125
2026-08-06,25757.400390625
2026-08-07,25712.69921875
2026-08-10,25728.30078125
2026-08-11,25625.400390625
2026-08-12,25601.19921875
2026-08-13,25565.650390625
2026-08-14,25524.849609375
2026-08-17,25457.30078125
2026-08-18,25333.650390625
2026-08-19,25242.25
2026-08-20,25391.849609375
2026-08-21,25396.05078125
2026-08-24,25369.94921875
2026-08-25,25499.5
2026-08-26,25390.94921875
2026-08-27,25281.599609375
2026-08-28,25341.75
2026-08-31,25235.05078125
2026-09-01,25157.400390625
2026-09-02,25041.650390625
2026-09-03,25013.44921875
2026-09-04,25023.150390625
2026-09-07,24902.599609375
2026-09-08,24803.900390625
2026-09-09,24624.30078125
2026-09-10,24643.05078125
2026-09-11,24546.55078125
2026-09-15,24193.0
2026-09-16,24282.94921875
2026-09-17,24377.75
2026-09-18,24541.69921875
